,cuisine,c,restaurant_address,address
847,96,Mithai,16,"Frazer Town, Bangalore"
849,73,Bakery,57,"Shanti Nagar, Bangalore"
850,112,Street Food,33,"Koramangala 7th Block, Bangalore"
851,44, North Indian,33,"Koramangala 7th Block, Bangalore"
853,82,Desserts,17,"Garuda Mall, Magrath Road, Bangalore"
854,65, Waffle,17,"Garuda Mall, Magrath Road, Bangalore"
867,80,Chinese,19,"Hosur Road, Bangalore"
869,18, Desserts,19,"Hosur Road, Bangalore"
870,8, Beverages,19,"Hosur Road, Bangalore"
872,104,Pizza,32,"Koramangala 6th Block, Bangalore"
873,101,North Indian,7,"Basaveshwara Nagar, Bangalore"
874,43, Mughlai,7,"Basaveshwara Nagar, Bangalore"
876,3, Arabian,7,"Basaveshwara Nagar, Bangalore"
877,9, Biryani,7,"Basaveshwara Nagar, Bangalore"
880,57, Sichuan,7,"Basaveshwara Nagar, Bangalore"
885,80,Chinese,14,"Domlur, Bangalore"
886,62, Thai,14,"Domlur, Bangalore"
887,42, Momos,14,"Domlur, Bangalore"
888,57, Sichuan,14,"Domlur, Bangalore"
889,76,Biryani,6,"Basavanagudi, Bangalore"
891,82,Desserts,64,"Vasanth Nagar, Bangalore"
892,6, Bakery,64,"Vasanth Nagar, Bangalore"
893,106,Rolls,36,"Langford Town, Bangalore"
895,44, North Indian,36,"Langford Town, Bangalore"
896,66, Wraps,36,"Langford Town, Bangalore"
902,83,Fast Food,15,"Ejipura, Bangalore"
903,110,Shawarma,61,"Thippasandra, Bangalore"
907,18, Desserts,65,"Vijay Nagar, Bangalore"
908,91,Lebanese,48,"RT Nagar, Bangalore"
911,76,Biryani,10,"Church Street, Bangalore"
912,32, Kebab,10,"Church Street, Bangalore"
914,24, Hyderabadi,10,"Church Street, Bangalore"
916,73,Bakery,14,"Domlur, Bangalore"
918,93,Mangalorean,65,"Vijay Nagar, Bangalore"
922,76,Biryani,7,"Basaveshwara Nagar, Bangalore"
923,58, South Indian,7,"Basaveshwara Nagar, Bangalore"
924,111,South Indian,4,"Banaswadi, Bangalore"
925,44, North Indian,4,"Banaswadi, Bangalore"
926,59, Street Food,4,"Banaswadi, Bangalore"
927,15, Chinese,4,"Banaswadi, Bangalore"
928,20, Fast Food,4,"Banaswadi, Bangalore"
929,8, Beverages,4,"Banaswadi, Bangalore"
930,18, Desserts,4,"Banaswadi, Bangalore"
931,104,Pizza,62,"UB City, Bangalore"
932,48, Pasta,62,"UB City, Bangalore"
934,28, Italian,62,"UB City, Bangalore"
938,15, Chinese,62,"UB City, Bangalore"
941,44, North Indian,24,"Jayanagar, Bangalore"
942,15, Chinese,24,"Jayanagar, Bangalore"
943,101,North Indian,54,"Sadashiv Nagar, Bangalore"
944,15, Chinese,54,"Sadashiv Nagar, Bangalore"
946,20, Fast Food,54,"Sadashiv Nagar, Bangalore"
947,8, Beverages,54,"Sadashiv Nagar, Bangalore"
948,18, Desserts,54,"Sadashiv Nagar, Bangalore"
955,112,Street Food,7,"Basaveshwara Nagar, Bangalore"
956,20, Fast Food,7,"Basaveshwara Nagar, Bangalore"
958,53, Sandwich,7,"Basaveshwara Nagar, Bangalore"
961,111,South Indian,24,"Jayanagar, Bangalore"
962,33, Kerala,24,"Jayanagar, Bangalore"
964,59, Street Food,20,"Indiranagar, Bangalore"
965,50, Rajasthani,20,"Indiranagar, Bangalore"
966,7, Bengali,20,"Indiranagar, Bangalore"
967,41, Mithai,20,"Indiranagar, Bangalore"
973,104,Pizza,36,"Langford Town, Bangalore"
974,28, Italian,36,"Langford Town, Bangalore"
978,104,Pizza,2,"BTM, Bangalore"
981,104,Pizza,40,"Malleshwaram, Bangalore"
982,20, Fast Food,40,"Malleshwaram, Bangalore"
986,28, Italian,40,"Malleshwaram, Bangalore"
987,39, Mexican,40,"Malleshwaram, Bangalore"
991,20, Fast Food,24,"Jayanagar, Bangalore"
996,75,Beverages,45,"Old Airport Road, Bangalore"
997,30, Juices,45,"Old Airport Road, Bangalore"
998,20, Fast Food,45,"Old Airport Road, Bangalore"
999,53, Sandwich,45,"Old Airport Road, Bangalore"
1000,55, Shake,45,"Old Airport Road, Bangalore"
1006,73,Bakery,2,"BTM, Bangalore"
1013,80,Chinese,50,"Rajajinagar, Bangalore"
1015,39, Mexican,50,"Rajajinagar, Bangalore"
1016,28, Italian,50,"Rajajinagar, Bangalore"
1019,101,North Indian,24,"Jayanagar, Bangalore"
1020,43, Mughlai,24,"Jayanagar, Bangalore"
1023,75,Beverages,31,"Koramangala 5th Block, Bangalore"
1024,1, American,31,"Koramangala 5th Block, Bangalore"
1025,78,Cafe,20,"Indiranagar, Bangalore"
1026,16, Coffee,20,"Indiranagar, Bangalore"
1029,22, French,20,"Indiranagar, Bangalore"
1030,17, Continental,20,"Indiranagar, Bangalore"
1031,47, Panini,20,"Indiranagar, Bangalore"
1033,53, Sandwich,65,"Vijay Nagar, Bangalore"
1036,109,Shake,57,"Shanti Nagar, Bangalore"
1037,30, Juices,57,"Shanti Nagar, Bangalore"
1041,76,Biryani,8,"Brigade Road, Bangalore"
1044,43, Mughlai,8,"Brigade Road, Bangalore"
1045,32, Kebab,8,"Brigade Road, Bangalore"
1046,80,Chinese,31,"Koramangala 5th Block, Bangalore"
1047,9, Biryani,31,"Koramangala 5th Block, Bangalore"
1048,58, South Indian,31,"Koramangala 5th Block, Bangalore"
1049,33, Kerala,31,"Koramangala 5th Block, Bangalore"
1050,101,North Indian,11,"City Market, Bangalore"
1051,15, Chinese,11,"City Market, Bangalore"
1052,43, Mughlai,11,"City Market, Bangalore"
1053,20, Fast Food,11,"City Market, Bangalore"
1054,35, Lebanese,11,"City Market, Bangalore"
1055,54, Seafood,11,"City Market, Bangalore"
1056,51, Rolls,11,"City Market, Bangalore"
1057,69,Arabian,19,"Hosur Road, Bangalore"
1058,53, Sandwich,19,"Hosur Road, Bangalore"
1059,11, Burger,19,"Hosur Road, Bangalore"
1061,35, Lebanese,19,"Hosur Road, Bangalore"
1063,30, Juices,19,"Hosur Road, Bangalore"
1064,55, Shake,19,"Hosur Road, Bangalore"
1065,112,Street Food,31,"Koramangala 5th Block, Bangalore"
1071,106,Rolls,11,"City Market, Bangalore"
1072,83,Fast Food,31,"Koramangala 5th Block, Bangalore"
1074,59, Street Food,31,"Koramangala 5th Block, Bangalore"
1076,15, Chinese,31,"Koramangala 5th Block, Bangalore"
1077,55, Shake,31,"Koramangala 5th Block, Bangalore"
1078,57, Sichuan,31,"Koramangala 5th Block, Bangalore"
1085,112,Street Food,50,"Rajajinagar, Bangalore"
1089,105,Portuguese,8,"Brigade Road, Bangalore"
1090,11, Burger,8,"Brigade Road, Bangalore"
1099,53, Sandwich,50,"Rajajinagar, Bangalore"
1106,87,Japanese,10,"Church Street, Bangalore"
1107,34, Korean,10,"Church Street, Bangalore"
1108,60, Sushi,10,"Church Street, Bangalore"
1109,4, Asian,10,"Church Street, Bangalore"
1110,73,Bakery,40,"Malleshwaram, Bangalore"
1113,41, Mithai,8,"Brigade Road, Bangalore"
1120,44, North Indian,6,"Basavanagudi, Bangalore"
1125,82,Desserts,48,"RT Nagar, Bangalore"
1126,65, Waffle,48,"RT Nagar, Bangalore"
1127,104,Pizza,24,"Jayanagar, Bangalore"
1130,16, Coffee,24,"Jayanagar, Bangalore"
1135,103,Pasta,13,"Cunningham Road, Bangalore"
1137,28, Italian,13,"Cunningham Road, Bangalore"
1138,19, European,13,"Cunningham Road, Bangalore"
1139,52, Salad,13,"Cunningham Road, Bangalore"
1145,50, Rajasthani,2,"BTM, Bangalore"
1146,77,Burger,64,"Vasanth Nagar, Bangalore"
1147,51, Rolls,64,"Vasanth Nagar, Bangalore"
1151,75,Beverages,34,"Koramangala 8th Block, Bangalore"
1152,30, Juices,34,"Koramangala 8th Block, Bangalore"
1154,18, Desserts,34,"Koramangala 8th Block, Bangalore"
1155,25, Ice Cream,34,"Koramangala 8th Block, Bangalore"
1156,53, Sandwich,34,"Koramangala 8th Block, Bangalore"
1160,85,Ice Cream,31,"Koramangala 5th Block, Bangalore"
1163,82,Desserts,16,"Frazer Town, Bangalore"
1165,53, Sandwich,6,"Basavanagudi, Bangalore"
1168,95,Middle Eastern,20,"Indiranagar, Bangalore"
1170,6, Bakery,20,"Indiranagar, Bangalore"
1175,24, Hyderabadi,2,"BTM, Bangalore"
