Restaurant_id,name,urls,ratings,price for one,cuisine
R461,New Agarwal Bhavan,https://www.zomato.com/bangalore/new-agarwal-bhavan-sanjay-nagar-bangalore/order,4.1,200,"Mithai, Street Food"
R462,Bangarpet Chats,https://www.zomato.com/bangalore/bangarpet-chats-btm-bangalore/order,4.2,200,Street Food
R463,Veena Stores,https://www.zomato.com/bangalore/veena-stores-malleshwaram/order,4.4,200,South Indian
R464,The Bangalore Creamery,https://www.zomato.com/bangalore/the-bangalore-creamery-indiranagar-bangalore/order,4,200,"Ice Cream, Desserts, Beverages, Shake, Waffle"
R465,7th Heaven,https://www.zomato.com/bangalore/7th-heaven-basaveshwara-nagar-bangalore/order,3.7,100,"Bakery, Desserts"
R466,NH8,https://www.zomato.com/bangalore/nh8-indiranagar/order,3.9,100,"North Indian, Beverages"
R467,Burnout Cafe,https://www.zomato.com/bangalore/burnout-cafe-infantry-road-bangalore/order,3.3,100,"Cafe, Beverages, Continental, Italian, Chinese, Fast Food, Asian, Desserts"
R468,Tenzin Kitchen,https://www.zomato.com/bangalore/tenzin-kitchen-koramangala-7th-block/order,4.1,100,"Tibetan, Chinese, Sichuan"
R469,Green Pepper,https://www.zomato.com/bangalore/green-pepper-jeevan-bhima-nagar/order,4,100,"Kerala, Biryani, North Indian, South Indian, Seafood, Chinese, Sichuan"
R470,Thalassery Cafe,https://www.zomato.com/bangalore/thalassery-cafe-1-kammanahalli-bangalore/order,3.6,100,"Fast Food, Street Food"
R471,Roti Sabji.Com,https://www.zomato.com/bangalore/roti-sabji-com-1-btm-bangalore/order,3.4,100,"North Indian, Beverages, Rajasthani, Shake"
R472,The Tea Brewery,https://www.zomato.com/bangalore/the-tea-brewery-2-koramangala-1st-block-bangalore/order,4.3,100,"Tea, Fast Food, Beverages"
R473,Eliza Momos,https://www.zomato.com/bangalore/eliza-momos-hbr-layout-bangalore/order,3.9,100,"Chinese, Momos, Sichuan"
R474,SGS Non Veg - Gundu Pulav,https://www.zomato.com/bangalore/sgs-non-veg-gundu-pulav-city-market-bangalore/order,4.6,100,South Indian
R475,Mad On Momos,https://www.zomato.com/bangalore/mad-on-momos-banashankari-bangalore/order,4.1,100,Momos
R476,Kunafa World,https://www.zomato.com/bangalore/kunafa-world-sanjay-nagar-bangalore/order,4.5,100,Desserts
R477,Samovar,https://www.zomato.com/bangalore/samovar-kammanahalli/order,3.9,150,"Kerala, South Indian, Chinese"
R478,Richie Rich,https://www.zomato.com/bangalore/richie-rich-race-course-road-bangalore/order,4.2,150,"Desserts, Beverages, Fast Food, Ice Cream, Shake"
R479,Wat-a-Burger! - India ka Burger,https://www.zomato.com/bangalore/wat-a-burger-india-ka-burger-koramangala-5th-block-bangalore/order,3.6,150,"Burger, Shake"
R480,Cafe Azzure,https://www.zomato.com/bangalore/cafe-azzure-mg-road/order,4,150,"Cafe, Continental, Fast Food, Italian, Mexican, Beverages, Desserts"
R481,Gullu's Chat,https://www.zomato.com/bangalore/gullus-chat-seshadripuram/order,3.9,150,"Fast Food, Street Food, Sandwich, Pizza, Desserts, Beverages"
R482,Simpli Namdhari's,https://www.zomato.com/bangalore/simpli-namdharis-1-brigade-road-bangalore/order,3.1,150,"Asian, Fast Food, Chinese, North Indian, Beverages, Salad"
R483,Aramane Donne Biriyani,https://www.zomato.com/bangalore/aramane-donne-biriyani-koramangala-8th-block-bangalore/order,4.1,150,"Biryani, North Indian, South Indian, Andhra, Seafood, Chinese"
R484,Thottathil Food House,https://www.zomato.com/bangalore/thottathil-food-house-btm-bangalore/order,3.7,150,"Kerala, South Indian, Biryani, Shake, Juices, Beverages"
R485,Giani Ice Creams,https://www.zomato.com/bangalore/giani-ice-creams-koramangala-5th-block-bangalore/order,3.9,150,"Ice Cream, Desserts, Shake, Beverages"
R486,Oh My Shawarma,https://www.zomato.com/bangalore/oh-my-shawarma-koramangala-6th-block-bangalore/order,4,150,Lebanese
R487,Karavali Family Restaurant,https://www.zomato.com/bangalore/karavali-family-restaurant-brigade-road-bangalore/order,4,150,"Mangalorean, Biryani, Chinese, South Indian, Mughlai, Seafood, North Indian"
R488,Taj Hotel,https://www.zomato.com/bangalore/taj-hotel-shivajinagar/order,4,150,"Chinese, South Indian, North Indian, Mughlai"
R489,Sheesh Kebab,https://www.zomato.com/bangalore/sheesh-kebab-frazer-town-bangalore/order,3.9,250,"Kebab, Iranian, Mughlai, Biryani, Rolls, Desserts"
R490,Church Street Social,https://www.zomato.com/ChurchStreetSocial/order,4,250,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Kebab"
R491,No Sugar Please!,https://www.zomato.com/bangalore/no-sugar-please-hosur-road-bangalore/order,4.4,250,"Beverages, Juices, Healthy Food"
R492,Art of Delight,https://www.zomato.com/bangalore/art-of-delight-residency-road/order,4.3,250,"Ice Cream, Desserts, Waffle, Beverages"
R493,The Sip Shop,https://www.zomato.com/bangalore/the-sip-shop-city-market-bangalore/order,3.8,250,"Fast Food, Ice Cream, Desserts, Beverages, Shake"
R494,Say Cheese Cake,https://www.zomato.com/bangalore/say-cheese-cake-koramangala-6th-block-bangalore/order,4.1,250,"Bakery, Desserts, Shake"
R495,Karnataka State Co-Operative Fisheries Federation Mysore,https://www.zomato.com/bangalore/karnataka-state-co-operative-fisheries-federation-mysore-jayanagar-bangalore/order,4,250,Seafood
R496,Mizo Kitchen,https://www.zomato.com/bangalore/mizo-kitchen-koramangala-5th-block-bangalore/order,4.1,250,"North Eastern, Chinese"
R497,The Chaat Cult,https://www.zomato.com/bangalore/the-chaat-cult-basavanagudi-bangalore/order,3.3,250,"Street Food, North Indian, Desserts"
R498,Prezzed Juicery,https://www.zomato.com/bangalore/prezzed-juicery-airport-road-bangalore/order,4.5,250,"Healthy Food, Juices"
R499,OOttupura,https://www.zomato.com/bangalore/oottupura-btm-bangalore/order,4.2,250,"Kerala, South Indian, Seafood, Chinese"
R500,VFC Food Palace,https://www.zomato.com/bangalore/vfc-food-palace-rt-nagar-bangalore/order,4.1,250,"North Indian, Chinese, Lebanese, Biryani, Fast Food, Sichuan"
R501,The Pastry House,https://www.zomato.com/bangalore/the-pastry-house-wilson-garden-bangalore/order,4.1,100,Bakery
R502,Zwarma,https://www.zomato.com/bangalore/zwarma-domlur-bangalore/order,3.5,100,"Shawarma, Rolls, Sandwich, Burger, Fast Food"
R503,Mane Holige,https://www.zomato.com/bangalore/mane-holige-1-koramangala-6th-block-bangalore/order,4.6,100,Mithai
R504,Odia Khaiba,https://www.zomato.com/bangalore/odia-khaiba-airport-road-bangalore/order,3.8,100,"Odia, North Indian, Chinese, Seafood, Sichuan"
R505,Sabari Juice Junction,https://www.zomato.com/bangalore/sabari-juice-junction-jeevan-bhima-nagar/order,4.1,100,"Beverages, Sandwich, Juices, Shake"
R506,Awesome Foods,https://www.zomato.com/bangalore/awesome-foods-btm-bangalore/order,4,100,"Biryani, North Indian"
R507,The Baklava Company,https://www.zomato.com/bangalore/the-baklava-company-mg-road-bangalore/order,4,100,"Mithai, Desserts"
R508,Santhanam Sweets & Savouries,https://www.zomato.com/bangalore/santhanam-sweets-savouries-commercial-street-bangalore/order,4.4,100,"Mithai, Street Food"
R509,Ashirvaad Grand,https://www.zomato.com/bangalore/ashirvaad-grand-btm/order,4.1,100,"South Indian, Beverages"
R510,PVR Café,https://www.zomato.com/bangalore/pvr-café-koramangala-7th-block-bangalore/order,3.5,100,"Fast Food, Momos, Beverages"
R511,Savitha Family Restaurant,https://www.zomato.com/bangalore/savitha-family-restaurant-koramangala-4th-block/order,3.7,100,"North Indian, Chinese, Seafood, Mughlai, Desserts, Beverages, Sichuan"
R512,Hatti Kaapi,https://www.zomato.com/bangalore/hatti-kaapi-basavanagudi-bangalore/order,3.5,100,"Beverages, Fast Food, Coffee"
R513,Big Chicken,https://www.zomato.com/bangalore/big-chicken-kammanahalli/order,4.1,150,"Burger, Sandwich, Rolls, Wraps, Beverages, Shake"
R514,Sarangi,https://www.zomato.com/bangalore/sarangi-rajajinagar-bangalore/order,3.4,150,"North Indian, South Indian, Chinese, Biryani"
R515,Starboy Pizza & Shakes,https://www.zomato.com/bangalore/starboy-pizza-shakes-koramangala-7th-block-bangalore/order,3.2,150,"Pizza, Italian, Desserts, Beverages"
R516,Mini Samrat Chalukya,https://www.zomato.com/bangalore/mini-samrat-chalukya-vasanth-nagar-bangalore/order,4.1,150,"South Indian, North Indian, Chinese"
R517,S M V Snacks Corner,https://www.zomato.com/bangalore/s-m-v-snacks-corner-basavanagudi/order,4.1,150,"Fast Food, Street Food, Ice Cream, Desserts, Sichuan"
R518,Just Bake - Cakes & Confectioners,https://www.zomato.com/bangalore/just-bake-cakes-confectioners-btm-bangalore/order,3.3,150,"Bakery, Desserts"
